Trained Records Size,O,PERSON,LOCATION,DATE,ID,micro avg,macro avg,weighted avg
587,0.9957603816997735,0.8077433628318584,0.7688172043010753,0.8053405572755419,0.7157894736842105,0.9892663996053096,0.8186901959584919,0.9901696929429236
596,0.9905271356351716,0.7315508021390373,0.7734948604992659,0.6809913319497009,0.7031802120141344,0.9835683673908718,0.775948868447462,0.9831267327128892
605,0.9922968053570296,0.7431305201177626,0.771167442662528,0.7176947321026564,0.7087442472057857,0.985240795463621,0.7866067494891524,0.9853620767860004
614,0.99592603474322,0.7771836007130124,0.7415929203539823,0.7966804979253111,0.7353906762967826,0.9888775522775204,0.8093547460064616,0.989848030510119
623,0.9942862079038328,0.762468685948531,0.7250177179305457,0.7935447968836951,0.7229518449030643,0.987498455782433,0.7996538507139338,0.9879556143421624
632,0.9953001639112682,0.8030065768869403,0.7758356332413371,0.7971836137527433,0.7259832366215345,0.988936856216066,0.8194618448827647,0.9896615780508632
641,0.9934876048367712,0.7960554833116603,0.7664502544306019,0.7939033742331288,0.7503201024327785,0.9875145506512588,0.820043363848988,0.9877721944698504
650,0.9946118252822376,0.7880979440024795,0.7621094395767896,0.7978345757898473,0.7548291233283805,0.9883413104054912,0.8194965815959468,0.9888343093008616
659,0.9958546271367692,0.7995058912960851,0.7680631451123254,0.8041969876459639,0.7499999999999999,0.9894101864119424,0.8235241302382287,0.9902084067093572
668,0.9960458361936948,0.806618209640398,0.7805920048825146,0.8133875923926585,0.7358943577430973,0.989882023431642,0.8265076001704725,0.990634506371326
677,0.9940989729225024,0.8194853290285822,0.7661528369957363,0.7926818694181913,0.7310012062726176,0.9880730990621102,0.8206840429275258,0.9885384089033096
686,0.997280544014575,0.7876113850679125,0.7544235924932976,0.7989296636085628,0.7275862068965517,0.9900284164298632,0.8131662784161799,0.9912586762732742
695,0.9951663689577076,0.822989349981638,0.7684827684827685,0.8116286438529784,0.6884996191926884,0.9890969158669238,0.8173533500935563,0.989686077041692
704,0.9942706865783788,0.8090769493260536,0.7865721313847491,0.7562410841654779,0.7447073474470735,0.9878026452304768,0.8181736397803465,0.9882732551397896
711,0.9931446017207882,0.7746697746697747,0.7566194169564053,0.7584501236603463,0.6893555394641564,0.9861410888114409,0.7944478912942942,0.9866212929553261
